author,comment
@wolfvsman4578,😌☝🏼😌
@unaishmed6856,❤❤
@DreamScreenPictures143,Love From Tamil Nadu ❤🫂
@guhau8009,Rap on 🔥
@diwansvks002,Fearless raper
@MeghanaMeghanak.A,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=120"">2:00</a>"
@Jojan-j1o,5 year back singee song but ipppo dha makksl kku vedan teridhu😂 idha makkal vilambaran teva padudhu police arrest dha famous
@kirushnathurshna,malayala+ tamil= same feel
@mr_David_97,God see the wibe❤
@santhoshkumarek-n4i,"ഒത്തിരി പ്രാവശ്യം കേട്ടു മനസ്സിന് ഊർജ്ജം കിട്ടാൻ , വേടന് ഒത്തിരി❤❤❤❤❤❤❤"
@AISRI愛,"Goosebumps peak 💀📈<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=87"">1:27</a>"
@srinivasganga9615,👌👌👌👌
@சுரேஷ்-ங4ண,Nanban😢😢
@Muhsiedit,❤️🖤
@heavenonearth1231,Mostly Converted crypto christian and got super publicity and views and money I&#39;m 25yo i didn&#39;t see such things 😂... Mostly he got wrong info or purposefully doing ... Or may be his neighbours brainwashed this fellow that&#39;s it 😂😂😂 Bharat mata ki Jai ... Jai shree ram ... 😂😂 We haven&#39;t saw any discrimination in the holy indian books or in the society 😂😂😂...
@Veluvelu-lc3tc,🔥🔥🔥🔥
@divakarz,Go hunting !! Vedaa 🔥
@FPSCALKZZ,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=166"">2:46</a> ഇത് നൈസ് ആയിട്ടുണ്ട്, സകല തീവ്രവാദികളെയും ഈ വരി കൊണ്ട് അങ്ങ് വെളുപ്പിക്കാം.... അജ്മൽ കസബ് ഒക്കെ ഇതിൽ പെടുമോ? പഹൽ ഗാമിൽ തുണി പൊക്കി നോക്കി ഹിന്ദുവാണോ എന്ന് നോക്കി 26 പേരെ കൊന്നു തള്ളിയ ഇസ്ലാമിക തീവ്രവാദിയെ യും അങ്ങ് വെളുപ്പിക്കാം😅<br><br>നിങ്ങളുടെ വരികൾ നല്ലതാണ് , ഒരു വിഭാഗം ആളുകളെ വെളുപ്പിക്കാൻ വേണ്ടി കലയെ മലിനമാക്കാൻ അത് ഉപയോഗിക്കരുത്. ഒരു പക്ഷവും പിടിക്കാതെ ന്യൂട്രൽ ആയിട്ട് ഇരിക്ക്... എല്ലാ നിരീക്ഷിക്കുക വരികൾക്ക് മൂർച്ച ആകാം , പക്ഷേ എങ്ങോട്ടും ചായ്‌വുള്ള വരികൾ ആകരുത്."
@FPSCALKZZ,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=118"">1:58</a> ഇത് സകല രാഷ്ട്രീയക്കാർക്ക് കിട്ടും ഉള്ള കൊട്ട് ആണല്ലോ , കൂട്ടത്തിൽ മധുവിൻറെ സംഭവം പറയുന്നുണ്ട്."
@KarthikayanKarthi-tt3sm,❤
@RSathish-el7lj,Naan Tamil sir..<br>We 🎉🎉😮❤❤roman Sathish
@Nisamudheenvk,കലാഭവൻമണി ചേട്ടന് ശേഷം ആ മണ്ണിൽ നിന്നും ഒരു വിപ്ലവ നായകൻ
@jitheshtr7038,കൊറേ വട്ടം കേട്ടു
@lundatundachannel,sssss in Chennai ❤❤❤❤❤
@RajeswariAnu,Vadan  power
@nawfalnazier3300,🔥🔥🔥
@Jeffrintsabu,Anyone  in 2025
@melpinraj770,வேடன் ❤️❤️❤️
@SharonoaSharon,👍
@rsomebody,Suyamariyaathai ❤🎉
@gofiirgaming1359,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=87"">1:27</a> peak 💥🛐"
@manukadayadi4726,ചെക്കൻ 💥
@SivaGuru-u1y,Daaaiii your 🔥
@arshidac9099,Mashee kidu🔥
@foodiebuddies1625,We need the Tamil version 😊
@MrJawadhu,Am tamil fan anyone tamil fan
@KumarKumar-c1b,நீ தமிழா தம்பி
@balakumaran3846,❤❤❤❤
@yoshinir8049,Vedan anna ❤ ecstasy
@kayakalpam9168,ഈ കാലഘട്ടത്തിൽ മനുഷ്യരിൽ ഏറ്റവും മികച്ച സ്ഥാനം കൊടുത്തവരെയാണ് നിങ്ങൾ വീണ്ടും അടിമകളായി ചിത്രീകരിക്കുന്നത്... ഭൂമിയിലെ നിലവിലുള്ള എല്ലാ ജീവനും ഒരു ജീവനിൽ നിന്നുണ്ടായതാണെന്നാണ് എന്റെ അറിവ്..
@prabaharan.1616,💯💯💯💯💯💯🔥🔥🔥🔥😎😎😎😎
@whyy_broo,Lots of love from Coimbatore ❤️🔺🔺🔺🔺
@syedarshads.k5585,World song war
@ajaikumar4570,1.15 goose pumps💯
@InshaSuhara,❤️‍🔥❤️‍🔥❤️‍🔥
@ZAJERRY-j6z,@vedan
@Shibutube,🔥vedan🎶
@aventure-at-its-peak,❤
@mahendranv5492,வேடன் நான் பொள்ளாச்சி வாழ்க பல்லாண்டு ஒழிக அடிமை தனம்
@sudhamanasi2966,ഗംഭീരം !!!!
@Travel...Hunger....travel,Hiii I sent u a msg plzz reply
@Almasbanu-n1r,From Tamil Nadu 🎉🎉🎉 super 👍😁😁
@subrathkumar2165,OG❤
@KaviAndKural,"Wow, what a fire 💥💯 International 😘"
@SamjathSamjathbtz,🔥🔥🔥🔥🔥🔥🔥🔥
@maduraikamuthu6202,"My pain, my anguish, your song is my comfort."
@sandzzchrizz,Yoo this man is dope 🥱💥
@Betruegodschild2018,"Its become a kind of life that I should listen to your song once daily,  its a kind of therapy to the mind ❤️🌹👏👏❤️🌹❤️💐💐"
@manchumanu4806,🔥🔥🔥 lyrics luv frm tamilnadu .. Great vedan bro🙌🏻
@arunmozhi2470,அருமை வேட ❤
@eilenbartolata5982,Vedan go ahead. I am with uuuuu. I suport u.
@fashion_bags_helmets,"The real hero vedan ❤,  won million peoples heart ❤"
@renjithsiva7676,The Great VEDAN ❤️❤️❤️
@jayaprakashkamathhosdurg9144,Naxal
@cva_gaming,❤❤❤❤❤❤
@SameerahameedSameerahameed,Anyone in 2030?
@SameerahameedSameerahameed,എത്ര കേട്ടാലും മതിവരില്ല ❤️‍🔥❤️‍🔥
@AKASH-zn2cv,Neernilangalin adimayaar udamayaaru<br>Nilangalaayiram veliyil thirichathaaru<br>Thiricha veliyil kulam mudichath ethraperu<br>Muthuku kooni thalakal thaanuminiyum ethranaalu<br>Neernilangalin adimayaar udamayaaru<br>Nilangalaayiram veliyil thirichathaaru<br>Thiricha veliyil kulam mudichath ethraperu<br>Muthuku kooni thalakal thaanuminiyum ethranaalu<br>Nee piranna mallil ninne kandaal verupp<br>Paniyeduthu meni veyil konde karupp<br>Ninte chaalayil eriyunnilla adupp<br>Pinju kunjaval aravayaril kidapp<br>Rathri pakalaaki paniyeduth naduvodinj<br>Chora neerakki neeru muzhuvan vatti vaarnnu<br>Naadu nagaramaakki koodu koodaaramaakki<br>Mannu ponnakki ponnu ninakkanyamaakki<br>Ponnu kettavan pidanju veenu chora thuppi<br>Neethi kettavan iruttarayil thala thappi<br>Ponnum neethiyum vilachedutha bhoomiyum<br>Vilichu kena saamiyum<br>Velichamulla bhaaviyum<br>Nee nediyilla enkilum<br>Nee vaadiyilla<br>Agniyil kuruthu kaneerazhiyil kulichu<br>Thund manninaayi kothich mannu nine chathich<br>Pinnilaaro kalich neethi pande marichu<br>Kannil kaanaatha jaathi matha verpaadu<br>Yugangalaayi thudangi iniyumenne vettayaadu<br>Adangi nilkuvaan ayyo njan petta paadu<br>Ente muthukil vanjanayaaletta paadu<br>Njan paananalla parayanalla pulayanalla nee thamburaanumalla<br>Aanel oru mairumilla<br>Inniyum kaalamilla kaathirikkaanaakukilla<br>Poruthu pokuvaan kshema oru thari baakki illa<br>Enikk vendatho enikk vendathalla njangalkku vendath<br>Nee tharaan madich njangalere kothich<br>Athinaayi ethraper marichu kandu kandu nee chirichu<br>Alla alla alla allalilla naalathilla<br>Illa illa vedan illakadha parayukilla<br>Kaadukattavante naattil choru kattavan marikkum<br>Kooru kettavan bharichaal ooru kattavan mudikkum<br>Peruketta paamaranmaar poradikkuvaan vilikkum<br>Pettunovedutha thalla pallayil kanal nirakkum<br>Kodikal ethra paari kottakothalangalil<br>Adiyaan kandathilla bhaavi thante makkalil<br>Maandu poyi nee karutha porkalangalil<br>Adimakkethidam charithra pusthakangalil<br>Kapadadeshavaadi naattil matha jaathi vyaathi<br>Thalavanilla aathi naadu chuttidaan ninte nikuthi<br>Vaaleduthavante kayyilaanu naadu paathi<br>Vaakkeduthavan deshadrohi theevravaathi<br>Kapadadeshavaadi naattil matha jaathi vyaathi<br>Thalavanilla aathi naadu chuttidaan ninte nikuthi<br>Vaaleduthavante kayyilaanu naadu paathi<br>Vaakkeduthavan deshadrohi theevravaathi<br>Ezhuthiya variyilathika pakuthiyum njaanetta chathi<br>Kanaloru thari mathi oruthari mathi thari mathi<br>Neernilangalin adimayaar udamayaaru<br>Nilangalaayiram veliyil thirichathaaru<br>Thiricha veliyil kulam mudichath ethraperu<br>Muthuku kooni thalakal thaanuminiyum ethranaalu
@naveenbose1483,வாழ்த்துக்கள்👌👌 - தமிழக நண்பர்கள்
@santhisekhar8630,❤❤❤❤❤❤❤
@saravanans33,"இந்த பாசன வயல்களின் அடிமை யார், எஜமானர்கள் யார்?<br>அவற்றை ஆயிரம் துண்டுகளாக வேலியிட்டது யார்?<br>எத்தனை உறவினர்கள் அழிக்கப்பட்டனர்?<br>தலைகள் குனிந்து தொங்கவிடப்பட்ட முதுகெலும்புகள்<br>எவ்வளவு காலம் நீங்கள் உயிர்வாழ்வீர்கள்?<br><br>நீங்கள் இந்த மண்ணில் பிறந்தவர், ஆனால்<br>வெறுப்புடன் பார்க்கப்படுகிறீர்கள்<br>சூரியனுக்குக் கீழே உழைக்கிறீர்கள்<br>உங்கள் தோல் கருமையாக எரிகிறது.<br><br>உங்கள் குடிசையில் அடுப்பு எரியவில்லை<br>உங்கள் சிறுமி அரை வயிறுடன் தூங்குகிறாள்<br><br>இரவுகளை பகலாக மாற்ற நீங்கள் உழைத்தீர்கள்.<br>இரத்தம் வியர்வையாக வறண்டு போனது.<br>கிராமப்புறங்களை நகரங்களாக மாற்றியது.<br>குடிசைகள் உயரமான இடங்களாகவும், மண் தங்கமாகவும் மாறியது.<br><br>உங்களிடமிருந்து தங்கம் பறிக்கப்பட்டது<br><br>அந்த தங்கத்தை யார் திரும்பக் கேட்டார்கள்<br>தரையில் அடித்து நொறுக்கப்பட்டனர்.<br><br>உடம்புகள் துப்பியபடி இரத்தம் துப்பியது.<br><br>நீதி கேட்டவர்<br><br>காயத்தில் தள்ளப்பட்டார்<br>தலையை இழந்தார்.<br><br> நீ மன்றாடிய கடவுள்<br>தங்கம், நீதி மற்றும் அறுவடை செய்யப்பட்ட வயல்கள்<br>மற்றும் ஒரு பிரகாசமான எதிர்காலம்,<br>இவற்றில் எதையும் நீ பெறவில்லை.<br>ஆனால், நீ வாடவில்லை<br>ஏனென்றால் நீ நெருப்பில் பிறந்தாய்<br><br>கண்ணீர் கடலில் ஞானஸ்நானம் பெற்றாய்.<br><br>ஒரு சிறிய நிலத்திற்காக ஏங்கினேன்<br>உன்னை ஒருபோதும் காட்டிக் கொடுக்காத நிலம்.<br><br>திரைக்குப் பின்னால் ஒரு தவறான நாடகம்.<br><br>நீதி நீண்ட காலத்திற்கு முன்பே இறந்துவிட்டது.<br><br>சாதி மற்றும் மதப் பிளவுகள்<br>கண்ணால் பார்க்க முடியாதவை,<br><br>இப்போது பல யுகங்களாக நடந்து கொண்டிருக்கின்றன<br><br>என்னை வேட்டையாட உன் சூழ்ச்சி! ஓ!<br><br>நான் உயிர்வாழ என்னவெல்லாம் அனுபவித்தேன்<br>உன் துரோகம் என் முதுகில் மாட்டப்பட்டுள்ளது!<br><br>நான் ஒரு பாணனோ அல்லது பறையனோ அல்ல<br>அல்லது ஒரு புலையனோ அல்ல.<br><br>நீ ஒரு தம்புரான் அல்ல.<br><br>நீ இருந்தாலும் கூட<br>நான் ஒரு அடி கூட கொடுக்க மாட்டேன்!<br><br>இனி வீணாக்க நேரமில்லை<br>காத்திருக்க எனக்கு பொறுமை இல்லை<br><br>நான் விரும்புவது எனக்காக மட்டுமல்ல, அனைவருக்கும்.<br> நீங்கள் எதையும் பகிர்ந்து கொள்ளத் தயாராக இல்லை.<br><br>அதற்காக எத்தனை பேர் தங்கள் உயிரைக் கொடுத்தார்கள்!<br>ஆனாலும் நீங்கள் நின்று சிரிக்கிறீர்கள்.<br><br>இல்லை இல்லை இல்லை <br><br>கவலை இல்லை; நாளைக்கு ஒத்திவைக்க வேண்டாம்<br><br>இல்லை இல்லை <br><br>கதைகளைச் சொல்ல இந்த வேட்டைக்காரன் இனி இல்லை.<br><br>காடுகளைக் கொள்ளையடிப்பவனின் நாட்டில்<br>அரிசியைத் திருடியவன் இறந்துவிடுவான்.<br><br>நம்பத்தகாதவன் ஆட்சி செய்யும் இடத்தில்<br>அவன் கொள்ளையடித்து நிலத்தை அழிப்பான்.<br><br>நன்கு அறியப்பட்ட முட்டாள்கள்<br>உங்களைப் போருக்கு அழைப்பார்கள்.<br><br>அவர்கள் தாய் கருப்பையில் நெருப்பை நிரப்புவார்கள்<br><br>உழைப்பின் வேதனையில்!<br><br>எத்தனை கொடிகள் பறக்கின்றன<br><br>அவர்களின் கோட்டைகளின் அரண்கள்!<br><br>அடிமை தனது குழந்தைகளில் எதிர்காலத்தைக் கண்டதில்லை<br>...அவன் பூமியில் புதைக்கப்பட்டான்<br><br>கருப்புப் போர்க்களங்களின் பூமியில்.<br><br>போலி தேசபக்தர்களால் ஆளப்படும்,<br><br>மதம் மற்றும் சாதியின் நோயால் நிறைந்த ஒரு நாட்டில்,<br>ஆட்சியாளருக்கு எந்த கவலையும் இல்லை.<br><br>உங்கள் வரிப் பணத்துடன் சுற்றுப்பயணங்களில் மகிழ்ச்சியுடன் சவாரி செய்வது<br><br>வாளுடன் இருப்பவரின் மகிழ்ச்சி.<br><br> பாதி நிலம் <br>வார்த்தையைத் தேர்ந்தெடுத்தவர்களுக்குச் சொந்தமானது.<br><br>&#39;தேச விரோதி&#39;, &#39;பயங்கரவாதி&#39;...<br><br>எழுதப்பட்ட வார்த்தைகளில், பாதிக்கும் மேற்பட்டவை <br>நான் அனுபவித்த துரோகங்கள்.<br><br>ஒரு நெருப்பிலிருந்து வரும் ஒரு தீப்பொறி செய்யும்.<br>ஒரு தீப்பொறி செய்யும்.<br>ஒரு தீப்பொறி<br>செய்யும்."
@manikandansivabalan134,15/6/2025
@MuhammadNaheem-o2l,Poikada veda
@saravanans33,"Who the slave and who the lords  <br>of these irrigated fields?<br>Who fenced them into thousand fragments?<br>How many kinsfolk decimated?<br>Spines stooping  Heads hanging<br>How long will you survive?<br><br>You are born of this soil, yet<br>Looked upon with  hatred<br> Laboring beneath the sun<br> your skin is burnt to blackness.<br><br>The hearth is not lit in your shack<br>Your little girl sleeps half bellyfull<br><br>You labored  turning nights to day.<br>Blood turned to sweat to dry.<br>Changed countrysides to cities.<br> Cottages to Hi-rises;Soil to Gold.<br> Gold snatched away from you<br><br>Who demanded back that gold<br> was struck down to the ground.<br>Limps flailing and spitting blood.<br>Who demanded justice <br>Was thrown into dungeon<br>losing his head.<br><br>The God to whom you pleaded<br>For gold ,justice and harvested fields<br>And a  bright future,<br>You didn&#39;t get any of these.<br>Yet, you did not wither<br>For You were conceived in Fire <br> Baptised in a  Sea of Tears.<br><br>Yearned for a bit of land<br>Land that never betrayed you.<br>A foul play behind the scene.<br>You knew...<br>Justice died long back. <br><br><br>The casteist &amp; religious divides<br>are things can&#39;t be seen by the eye, <br>are on for eons now <br>Your  ploy to hunt me down!  Oh! <br> What all I went through to survive<br>Your betrayal branded upon my back!<br><br>I&#39;m not a Paanan or a Parayan<br>Or a Pulayan.<br>Nor are you a Thamburaan.<br>And even if you are<br> I dont give a Fuck!<br>There is no more time to waste<br> I am left with no patience to wait<br><br>What I want is not just for me but for all.<br> You are not willing to share any.<br>How many gave their lives for that!<br> Yet you stand by and laugh.<br><br>No no no <br>No worries;No postponing to the morrow<br>No no <br>No more of this Hunter to tell the tales.<br><br>In the land of the one who plunders forests<br>The one who stole rice will die.<br>Where the untrustworthy one rules<br>He will rob and destroy the land.<br>Fools who are well known<br>Will call you out to war.<br><br>They will stuff embers into mother wombs <br>in the throes of labor!<br>How many flags have flown on <br>The ramparts of their forts!<br>The slave never saw the future in his children<br>...He got buried in the earth <br>of black  battlefields.<br><br>In a land ruled by false patriots,<br>rife with the sickness of religion and caste,<br>the ruler has no worries.<br>To joyride on tours with your tax monies<br>is the pleasure of the one with the sword.<br><br>Half the land belongs to<br> those who chose the Word.<br>The &#39;Anti national&#39;, the ‘Terrorist’...<br>Of the Words written,  more than half <br>are of the betrayals I&#39;ve suffered.<br><br>A single spark from an ember will do.<br>A single spark will do.<br>A single spark<br>Will do."
